col1,col2,col3,Clusters
4.98783823076476,-0.15468573315710085,2.406502502901167,2
-2.8704791162681538,0.050809409654471165,-1.584869024412755,3
2.617735848065704,-0.7170752248042553,-0.2894725714846514,2
-2.652065707713405,-1.4315605503545228,-0.4382926442968296,1
-0.6429616731487201,0.20222489922248504,-0.1460585381349665,3
0.4590450866330168,1.3940685890522022,-0.5478070984866784,0
0.6824535356799599,1.1118890118975218,1.4718021223486701,0
-2.3993280097646155,-0.8900828095294413,0.9778697905429627,1
-2.9508056456349014,-1.2583134219820815,0.5451241835779137,1
-5.261623331231941,0.5351334894805018,0.6501409468701954,3
-1.4768504243711118,-3.067162501884575,1.6475844500750148,1
4.256826594756564,-1.9871700707250397,-0.7658032072788759,2
-1.8957120776057432,1.3070588001776713,-0.4548698535075686,3
-1.4036019557480262,-3.047316273654902,1.5223482599954459,1
4.290772444905532,-0.20759316933949287,0.6889410094321716,2
-3.286892782943636,1.0449087054165678,0.34218057365204235,3
0.5338857669859226,-1.2114627550264347,0.8464208627054014,1
3.185797176092091,3.434575111635631,0.25910952270716264,0
-1.800416294657948,-1.804441163070319,1.882296081504535,1
0.2639603533492022,-1.9772335220905934,1.795113376744664,1
2.259355010226682,1.984192151384977,1.2679808346098962,0
-0.18841220931812794,1.904581004767594,0.06269436246893424,0
-0.009602922834828146,1.4641165991457696,-1.5391761508008845,0
-1.0358691520445764,2.494704502420714,1.1274667158131781,0
-0.7250328272507093,-3.024542615236425,1.739722479492237,1
-2.5263872735312414,1.752396484745858,0.023337980027886018,3
-1.8604739704129896,-1.2634361806013672,-0.2859751156753888,1
5.010141965249364,-0.43091775907845115,-1.3747826054655015,2
-1.0739974823697158,-3.988411718618565,0.6921285927347044,1
0.6938137742839431,-2.204059422464104,-0.28389097503114796,1
-1.8777144211512196,0.13160191429007856,-0.12891573946610585,3
-1.5209648698771563,2.7393174685268176,0.6046007316124351,0
3.0818041255694153,-0.7352678686378625,-0.016051979189292073,2
-2.910516157037188,0.14735102129261063,-0.7131290382489706,3
1.0939051601430787,2.0934067757490156,-1.1764422145579028,0
-2.689187005253306,-1.0532236644287076,0.5468921669070532,1
-1.831809057814999,-1.034894042754646,-0.7568105165440593,3
3.114847911951242,-0.8892501767232291,1.2231025379790788,2
3.3748568447211733,1.9039138575616452,-0.19831428819947614,0
-3.039110424517506,-1.379633758841344,1.058632214087023,1
-2.4599267281177704,-0.424666945473027,-0.7801926724861293,3
-2.9927040998509353,-1.370894878279545,0.03108459208992193,1
4.780653343715261,-2.105635902190396,-0.9619798863765225,2
-1.2230154100248116,-2.710897949917576,2.736763420479775,1
-2.8160267966609402,-0.9772818166352244,0.3826787040503978,1
0.28650357872416476,4.576684316690764,1.078999073018875,0
0.8391597703002511,0.1593209934075467,-1.9432859932380002,0
5.412735312781377,0.04721113642124803,0.3468521564368213,2
-2.216350320806529,-1.6204130105162087,1.4243012726507116,1
5.968081393218642,-1.2941477628677736,-0.44827926865037854,2
-0.7839975001077263,2.959474167394369,-0.22980574472715595,0
6.607266375957381,0.5199701627935137,-0.16056100416926355,2
4.159003305167533,-1.4774410737741284,0.393975868633596,2
-2.202736553751155,-2.5797466105904867,-0.5643680851359714,1
-0.7557566216678114,1.3732840637435617,-0.41572088858371686,3
4.141698817879817,-1.789222090420163,0.2918688166792589,2
-0.7337587581419247,2.5268961583549583,-0.27808313895862097,0
1.1524621832712618,2.2941642577135735,1.598406196571277,0
0.27905687551294506,0.8666252860500906,-0.20512768723350178,0
3.2926048056120445,-0.7938708787909486,-1.1526948895395284,2
-2.7609711230881273,-1.335394370326416,-0.03298003845961734,1
-3.7054160922110095,0.09139357907037587,-1.925889886070592,3
3.422375869353079,1.3812929697417857,-0.045503300079121366,0
1.0922516812452607,1.41867919651106,-1.348037050273157,0
-0.0038146325982984864,5.014707615198526,-0.8901631953251494,0
3.7455616228384594,-0.503803875567511,0.20499424894426405,2
1.9390214461675204,2.948846207629393,0.6097407352178101,0
-1.3670956404824304,3.0278773582757927,0.6412867435884434,0
-0.3712489239599178,-2.6163613832044676,-1.9836342403213296,1
-2.3791852277375747,-1.9922265119091602,0.9763092948146429,1
4.528328541484136,-0.5616931267247863,0.9575526341323591,2
6.360270079227681,-0.8632051163717012,1.28171835197479,2
-1.1102625278559133,-3.4882187216429257,-0.538649776311153,1
1.0222467441784688,-0.28998696253247086,1.6889079589766631,0
-2.130790356003545,-1.0031685557326406,2.6329262903462913,1
-2.9559371411389814,-1.436195777786966,-0.17195526134594075,1
-2.783501324288671,-0.9540652861080732,0.6215935685254568,1
0.6938137742839431,-2.204059422464104,-0.28389097503114796,1
3.9131336515059547,-2.039379213681546,-0.6558113402527594,2
-3.3847497775692124,0.785597694024074,-1.1615907353466675,3
-3.2647333233104248,1.4015259026784455,-0.12339973356449908,3
-0.9048711977569877,0.6591537121899593,-0.15466050265232295,3
4.719041962682151,-0.9169143881630105,-1.3393794483927217,2
-1.0922898726882746,-0.11554866908515621,-2.3602152991148646,3
-2.4508657017646884,-2.2134245492834785,-0.10517960498852463,1
-2.643071934448574,-1.0640687619764935,-0.9381284572811933,1
-2.644691996656339,-1.6952049900211816,-0.9211095116605877,1
-0.08481310557051155,1.6510931083529137,1.674774164047034,0
-2.9178288800019314,0.1939425932505861,0.15465535766061692,3
3.8613625641798786,-0.3895433764022888,-0.9146764786944216,2
1.1528368015307608,-1.8569566397676702,0.4352082192650723,1
-2.0664731857491265,-0.7239790008035308,0.3750705348821923,1
-2.065457355484446,-0.8795211084933383,-0.7518399831144869,3
3.995994910656721,2.458347761432791,0.06085361900088249,0
3.0533049007825794,-0.5154874866456467,-0.39033585503994644,2
3.8791413277431026,-1.3284089452081478,-2.513245180985825,2
-2.812234038479165,-1.9514364754587425,-0.5505667974180716,1
-2.8535711758447406,1.6307721012930176,-0.7494789004019867,3
1.124533527868146,3.9021688391083638,-0.287169444535019,0
-1.9599091602164465,-1.372804739113923,1.6508035284095501,1
3.1345051337467082,-1.0789382954018383,-0.38746722583330123,2
2.296595248238687,1.482351922758633,-1.276167766711797,0
3.316478050638044,-1.0507196141947408,3.2290845590281694,2
-0.46596737574451635,1.4775638352906852,-0.8701574694174312,3
3.12197622517427,-1.585004790406354,1.1220269023950513,2
-1.0131090887301297,0.7843767440275604,1.8456802651665922,0
-2.596025029679015,0.35625518389390143,-0.5853475301466952,3
5.173147634431089,-1.2996174578721056,-1.9635463179660484,2
0.09885070724641515,0.9162930915253711,2.484829550396327,0
-3.182779377000739,0.4529381497071843,-1.0388295468634026,3
-2.737406588525916,-1.2017570801004023,-0.49498852403313653,1
0.7307366218456827,1.9313027241647218,-0.5915383625621714,0
-2.1945687716197035,-1.7104199469063543,0.011353069177805184,1
-4.108359304043944,-0.8104827389575936,0.0006277772688055967,1
-2.461952931850239,-2.001139308735315,0.8912863304363685,1
4.879094011154386,-0.7861085786067105,0.824757887305685,2
2.239067514948653,-1.2140828712452512,-0.1122266258027822,2
6.008970263720268,-1.508459875363513,0.7066098589572466,2
-3.0491296635190235,0.8460783058851893,-2.339003184671327,3
-0.6141558946325947,2.734500911482375,-2.085248052292242,0
0.4632095958888879,1.7912903055259006,-0.8707114823007894,0
-1.2406547355743487,2.74476205058001,1.6593723488380663,0
2.7511750526412984,-0.932105077690945,-0.5478042776053599,2
-2.807405706289714,2.053241373726785,-0.004909582762516173,3
3.5304997704840266,-0.7020451449918522,-0.27002416003188107,2
-2.929073937155521,-2.091393910838746,2.451695863392183,1
-4.388660897220545,1.9547638836967123,-0.9081009725851562,3
-3.032136200078768,-0.452257206606622,-1.1486300917041625,3
-3.1473332407663963,0.07375854439892654,-0.11057596325413842,3
5.497840636396441,-1.216285651097679,1.26991801575542,2
0.3729512469484979,1.0148421734886799,-0.45089564953890754,0
4.369594060236084,-0.2966039995398872,-0.6173694800559132,2
1.2038100515118553,1.285272911607129,0.7297699145730183,0
-1.1848105428256854,-0.3339295419609712,1.2886384856821993,3
-0.7350206512960866,3.0470506815622467,0.12662793924350413,0
-2.5032218412297493,-1.1832311799031825,0.5673275158918704,1
-2.9257657158344146,-1.5450669051765233,-0.04073034005999721,1
-4.133616239896804,2.948494198143961,1.2406064230404465,3
-0.1279941988062301,-2.821125305373747,-1.7151086263029127,1
-0.7993847408966127,2.26938535070416,-3.1820787886214448,0
-0.5511362729317045,1.5133106923636162,-0.74080180907431,3
-0.8833728578717751,1.3376975890206761,1.3119073259537928,0
-2.1055867642873176,-1.611382133496279,0.5840772765335468,1
1.0813077737658794,2.667508518629356,0.3010737565617773,0
3.083772812366509,0.1621580240654333,0.2105307504418091,2
-0.9955295608056366,0.4605116767427896,0.48365802743464864,3
-3.4753665205291053,1.1790511596433748,-1.8804350737356148,3
-1.024176752239544,-0.3842226720688609,-1.9356921948609278,3
4.287988238914735,-1.3947099075030216,-0.7463450486769105,2
-4.423597988452949,0.5303975257049149,-0.5896434363208616,3
3.6650724451850754,1.0099573683800576,1.0614030693069922,0
-2.7946397726647496,-0.7996100421707987,0.44927572604006055,1
3.132872559179148,-1.5116312562217766,0.5262130109150088,2
3.7788297443965138,3.5043067342827943,-2.0632874711576097,0
-4.088365698042897,1.9068561428236697,-1.6019708304052604,3
2.2201718327277256,-2.0220888737485843,-0.461768904307115,2
0.5253133214965469,-2.580235319931947,-0.0758325405235713,1
4.582228521634556,-2.2884897760655947,0.057587873510745735,2
-3.061307964786209,0.954309331338167,-1.8350363243206513,3
-3.532846598924284,0.46636497117429715,-1.770399671976639,3
-2.7792889460805608,-1.1735117343411525,0.47801890394304053,1
-3.0457709636978767,-0.18101930216436518,-1.466424298242148,3
-2.9166093110352938,0.8171140637829548,-2.0765675688774237,3
-1.2937448232452624,-0.9042088522938441,-1.2375458993540245,3
3.6437488961620317,2.7834748234062316,0.6297607858798712,0
4.526579499763881,0.5059565841189525,0.29773785342079706,2
-3.500112290722335,0.4528833238309103,-1.6766812255976125,3
-4.141556306718931,0.9753830830063871,-3.6596864912913283,3
3.8613625641798786,-0.3895433764022888,-0.9146764786944216,2
-1.5512287531300906,-0.219838135527534,-1.630838796111954,3
-2.8484485732530636,-1.6397433404840478,-0.17263994883391431,1
3.248404244805662,-0.18415373821700523,-0.8040674540752138,2
-2.699718802830957,-1.8308264528510574,-0.5082790184655415,1
-1.1097376803908352,-3.0753084494795244,-0.9099178585605251,1
-2.9592686714374827,-1.4254954619278262,1.065530720033767,1
-2.0633740097961235,-1.1655143128582064,-0.7160158859756609,3
0.08482336658862175,1.5484351642519742,-0.3535993521497822,0
4.716405004153695,-0.7209723494017045,-0.4496047395565402,2
-3.2760103680371913,0.8775546196210338,-0.5714610687235923,3
-2.588131388090186,-1.5717689212211052,0.9817457330968955,1
4.6288900993423585,-0.5135428716539308,0.5411336924160566,2
-2.5083970003263127,-1.0209591267987366,0.7345604059346957,1
-2.241425947207844,1.949629444262016,-0.02770469631534699,3
-3.6993458173242946,0.28058457743676063,-0.9778395039174924,3
2.192670285218491,-1.2431862699130152,-0.890213748790368,2
4.50639429804384,-0.6703286556172753,-1.488229008316359,2
4.650858218876846,-0.3377616561996449,-0.3750513030750005,2
-2.498267893144956,1.3007787870927043,0.6068751357033874,3
0.018217110872427937,1.082185544120876,-0.8497768080401409,0
5.035514786951506,-1.7187340507198572,-0.6157592936867182,2
2.3687492870165436,1.7588894293223716,0.9525442222673957,0
4.827306412757007,-0.17675519856091096,0.36990714626004295,2
-3.183106500624585,-0.004522521690540962,-0.20322362621525925,3
-1.0354053771459644,-3.981685861642243,1.8715420664763898,1
-2.945193571455026,-1.6469748569573626,0.1258375417973276,1
-1.8689926623037605,1.4719292139484916,0.6622713565493931,3
-2.191509388024527,-0.4104970478673334,-1.94709113947321,3
3.0449510244340368,3.628758050202358,2.9071699685075094,0
-1.0194301708490658,1.1235328397921844,-0.6049214120907275,3
3.439809684143477,-0.9173262553200942,-2.1874143400794104,2
-2.9223213175909075,2.7483499335542523,1.337969698540082,3
-2.0272615770869664,3.5058568625744977,1.7041476616207574,0
4.1183515850722445,-1.5427171269205915,-0.6224930656592161,2
-1.218035354219177,0.82814149123048,0.9205643679417672,3
-4.385025044512543,0.07330240380877623,-0.9997413793424907,3
4.1762728413833825,0.035570316086285976,-1.1049388772213211,2
-1.149224851841967,0.052567055845497555,0.3006033495804192,3
1.434692086337015,1.721495091745856,1.4140363333358734,0
-1.9457292631968892,-1.8638456154114744,-1.30350917194237,1
2.830455282710592,-1.601067213814449,-1.6361206916482272,2
-0.15234655329705837,2.934880279620767,-2.5828788532707105,0
